Bus ID,Bus Type,Capacity,Battery Type,Battery Capacity
5697,Urban,65,Lead-Acid,219
5698,Suburban,69,Lithium-Ion,210
5699,Urban,48,Lead-Acid,222
5700,Suburban,55,Lead-Acid,217
5701,Urban,74,Lithium-Ion,278
5702,Suburban,40,Lithium-Ion,239
5703,Urban,48,Lithium-Ion,251
5704,Urban,47,Lithium-Ion,267
5705,Urban,65,Lithium-Ion,158
5706,Suburban,47,Lithium-Ion,264
5707,Suburban,40,Lead-Acid,155
5708,Suburban,56,Lead-Acid,296
5709,Urban,41,Lead-Acid,245
5710,Suburban,57,Lithium-Ion,299
5711,Suburban,40,Lead-Acid,295
5712,Suburban,63,Lithium-Ion,213
5713,Suburban,62,Lead-Acid,206
5714,Urban,60,Lead-Acid,166
5715,Suburban,71,Lithium-Ion,197
5716,Suburban,54,Lead-Acid,233
5717,Urban,70,Lead-Acid,271
5718,Suburban,74,Lead-Acid,155
5719,Urban,69,Lead-Acid,258
5720,Urban,73,Lithium-Ion,183
5721,Suburban,64,Lead-Acid,184
5722,Urban,64,Lead-Acid,166
5723,Urban,42,Lithium-Ion,187
5724,Suburban,45,Lead-Acid,188
5725,Suburban,72,Lithium-Ion,210
5726,Suburban,41,Lithium-Ion,273
5727,Urban,57,Lead-Acid,153
5728,Urban,73,Lithium-Ion,191
5729,Urban,59,Lead-Acid,289
5730,Suburban,73,Lead-Acid,271
5731,Suburban,64,Lithium-Ion,298
5732,Urban,79,Lithium-Ion,279
5733,Urban,59,Lithium-Ion,248
5734,Urban,49,Lithium-Ion,190
5735,Suburban,43,Lead-Acid,153
5736,Urban,52,Lithium-Ion,185
5737,Urban,77,Lead-Acid,184
5738,Suburban,66,Lead-Acid,234
5739,Urban,79,Lithium-Ion,218
5740,Urban,73,Lead-Acid,161
5741,Suburban,46,Lithium-Ion,216
5742,Suburban,60,Lithium-Ion,216
5743,Suburban,76,Lithium-Ion,209
5744,Suburban,49,Lithium-Ion,285
5745,Suburban,67,Lithium-Ion,269
5746,Urban,58,Lead-Acid,287
5747,Urban,49,Lithium-Ion,254
5748,Urban,71,Lithium-Ion,234
5749,Urban,41,Lead-Acid,250
5750,Urban,50,Lead-Acid,202
5751,Urban,69,Lithium-Ion,220
5752,Suburban,68,Lithium-Ion,282
5753,Suburban,59,Lead-Acid,213
5754,Suburban,74,Lead-Acid,197
5755,Urban,75,Lead-Acid,189
5756,Suburban,45,Lead-Acid,265
5757,Urban,46,Lead-Acid,268
5758,Suburban,55,Lithium-Ion,223
5759,Urban,75,Lead-Acid,248
5760,Urban,47,Lead-Acid,203
5761,Urban,68,Lithium-Ion,172
5762,Suburban,60,Lead-Acid,272
5763,Urban,62,Lithium-Ion,150
5764,Urban,40,Lithium-Ion,220
5765,Urban,63,Lithium-Ion,192
5766,Suburban,42,Lead-Acid,299
5767,Suburban,40,Lead-Acid,181
5768,Suburban,48,Lead-Acid,277
5769,Suburban,61,Lead-Acid,266
5770,Urban,45,Lead-Acid,245
5771,Urban,69,Lead-Acid,186
5772,Suburban,67,Lithium-Ion,156
5773,Urban,60,Lead-Acid,269
5774,Urban,69,Lithium-Ion,175
5775,Suburban,59,Lead-Acid,261
5776,Suburban,67,Lithium-Ion,221
5777,Urban,40,Lithium-Ion,152
5778,Urban,54,Lithium-Ion,150
5779,Urban,53,Lead-Acid,167
5780,Suburban,53,Lead-Acid,174
5781,Urban,54,Lithium-Ion,217
5782,Suburban,55,Lead-Acid,218
5783,Urban,76,Lithium-Ion,196
5784,Urban,66,Lithium-Ion,236
5785,Suburban,50,Lithium-Ion,153
5786,Suburban,41,Lithium-Ion,276
5787,Urban,51,Lead-Acid,295
5788,Suburban,67,Lead-Acid,243
5789,Urban,61,Lithium-Ion,199
5790,Urban,51,Lead-Acid,297
5791,Suburban,72,Lithium-Ion,286
5792,Suburban,43,Lithium-Ion,257
5793,Suburban,67,Lithium-Ion,184
5794,Suburban,61,Lead-Acid,174
5795,Suburban,67,Lead-Acid,253
5796,Suburban,65,Lithium-Ion,277
5797,Suburban,71,Lithium-Ion,156
5798,Suburban,51,Lithium-Ion,231
5799,Suburban,52,Lithium-Ion,242
5800,Suburban,77,Lead-Acid,276
5801,Urban,47,Lead-Acid,202
5802,Urban,79,Lithium-Ion,178
5803,Urban,74,Lead-Acid,188
5804,Suburban,46,Lithium-Ion,259
5805,Suburban,61,Lead-Acid,251
5806,Suburban,61,Lead-Acid,195
5807,Urban,49,Lead-Acid,276
5808,Suburban,59,Lithium-Ion,284
5809,Suburban,51,Lithium-Ion,162
5810,Suburban,67,Lead-Acid,151
5811,Suburban,68,Lithium-Ion,162
5812,Suburban,41,Lead-Acid,279
5813,Suburban,73,Lithium-Ion,290
5814,Suburban,65,Lead-Acid,199
5815,Suburban,75,Lead-Acid,235
5816,Suburban,52,Lithium-Ion,281
5817,Urban,66,Lead-Acid,210
5818,Urban,40,Lithium-Ion,200
5819,Suburban,75,Lead-Acid,286
5820,Urban,42,Lithium-Ion,257
5821,Suburban,42,Lithium-Ion,190
5822,Suburban,56,Lead-Acid,288
5823,Suburban,49,Lead-Acid,277
5824,Suburban,67,Lead-Acid,212
5825,Suburban,44,Lithium-Ion,263
5826,Urban,45,Lead-Acid,231
5827,Urban,57,Lead-Acid,277
5828,Suburban,77,Lead-Acid,174
5829,Urban,46,Lead-Acid,210
5830,Urban,71,Lithium-Ion,207
5831,Urban,64,Lithium-Ion,220
5832,Urban,54,Lithium-Ion,272
5833,Suburban,77,Lead-Acid,286
5834,Suburban,57,Lithium-Ion,218
5835,Suburban,42,Lithium-Ion,157
5836,Urban,52,Lithium-Ion,188
5837,Suburban,56,Lead-Acid,277
5838,Urban,68,Lithium-Ion,181
5839,Suburban,72,Lithium-Ion,173
5840,Suburban,47,Lead-Acid,203
5841,Suburban,77,Lead-Acid,199
5842,Urban,64,Lead-Acid,190
5843,Suburban,61,Lithium-Ion,175
5844,Urban,40,Lithium-Ion,218
5845,Urban,72,Lithium-Ion,284
5846,Suburban,56,Lithium-Ion,278
5847,Suburban,50,Lead-Acid,183
5848,Urban,66,Lead-Acid,157
5849,Urban,68,Lead-Acid,218
5850,Urban,45,Lead-Acid,176
5851,Suburban,77,Lithium-Ion,240
5852,Urban,40,Lead-Acid,297
5853,Suburban,49,Lithium-Ion,263
5854,Urban,65,Lead-Acid,201
5855,Suburban,45,Lithium-Ion,184
5856,Urban,71,Lead-Acid,199
5857,Urban,69,Lead-Acid,238
5858,Suburban,49,Lithium-Ion,223
5859,Suburban,44,Lead-Acid,153
5860,Suburban,60,Lead-Acid,204
5861,Urban,77,Lead-Acid,296
5862,Urban,66,Lithium-Ion,277
5863,Suburban,51,Lead-Acid,188
5864,Urban,55,Lithium-Ion,200
5865,Urban,78,Lead-Acid,236
5866,Suburban,60,Lead-Acid,274
5867,Suburban,58,Lead-Acid,222
5868,Urban,49,Lithium-Ion,270
5869,Urban,72,Lithium-Ion,212
5870,Urban,47,Lithium-Ion,150
5871,Urban,67,Lead-Acid,226
5872,Urban,55,Lithium-Ion,287
5873,Urban,59,Lead-Acid,272
5874,Suburban,70,Lead-Acid,164
5875,Urban,68,Lithium-Ion,193
5876,Suburban,74,Lithium-Ion,156
5877,Suburban,40,Lead-Acid,256
5878,Urban,68,Lead-Acid,186
5879,Urban,74,Lithium-Ion,292
5880,Urban,74,Lithium-Ion,175
5881,Urban,65,Lead-Acid,260
5882,Urban,46,Lithium-Ion,240
5883,Urban,57,Lead-Acid,151
5884,Suburban,50,Lead-Acid,277
5885,Urban,46,Lead-Acid,242
5886,Urban,51,Lithium-Ion,271
5887,Urban,72,Lithium-Ion,264
5888,Suburban,52,Lead-Acid,153
5889,Suburban,73,Lead-Acid,245
5890,Suburban,48,Lead-Acid,271
5891,Urban,71,Lithium-Ion,177
5892,Suburban,59,Lead-Acid,226
5893,Suburban,77,Lithium-Ion,150
5894,Urban,42,Lithium-Ion,281
5895,Urban,57,Lithium-Ion,271
5896,Suburban,75,Lead-Acid,277
5897,Urban,67,Lead-Acid,198
5898,Urban,51,Lithium-Ion,267
5899,Suburban,56,Lead-Acid,157
5900,Suburban,60,Lead-Acid,293
5901,Suburban,75,Lead-Acid,286
5902,Suburban,42,Lithium-Ion,240
5903,Urban,72,Lithium-Ion,254
5904,Urban,45,Lithium-Ion,291
5905,Urban,59,Lead-Acid,298
5906,Urban,73,Lithium-Ion,197
5907,Suburban,65,Lead-Acid,171
5908,Urban,72,Lead-Acid,202
5909,Urban,43,Lead-Acid,235
5910,Urban,64,Lithium-Ion,276
5911,Urban,61,Lithium-Ion,171
5912,Urban,61,Lead-Acid,196
5913,Urban,59,Lead-Acid,240
5914,Suburban,50,Lithium-Ion,194
5915,Suburban,42,Lead-Acid,232
5916,Suburban,40,Lithium-Ion,187
5917,Urban,54,Lithium-Ion,257
5918,Urban,78,Lithium-Ion,265
5919,Urban,75,Lead-Acid,214
5920,Urban,61,Lithium-Ion,205
5921,Suburban,46,Lithium-Ion,285
5922,Suburban,69,Lead-Acid,265
5923,Urban,51,Lithium-Ion,255
5924,Suburban,46,Lead-Acid,153
5925,Suburban,59,Lead-Acid,293
5926,Suburban,49,Lead-Acid,197
5927,Urban,44,Lead-Acid,234
5928,Urban,43,Lead-Acid,156
5929,Urban,59,Lithium-Ion,280
5930,Suburban,67,Lead-Acid,199
5931,Urban,78,Lead-Acid,166
5932,Suburban,58,Lead-Acid,240
5933,Urban,77,Lead-Acid,182
5934,Urban,72,Lithium-Ion,221
5935,Suburban,70,Lithium-Ion,153
5936,Urban,41,Lithium-Ion,287
5937,Suburban,61,Lithium-Ion,294
5938,Urban,41,Lead-Acid,183
5939,Suburban,42,Lead-Acid,162
5940,Urban,76,Lead-Acid,231
5941,Urban,66,Lead-Acid,259
5942,Suburban,50,Lead-Acid,212
5943,Suburban,50,Lead-Acid,286
5944,Urban,79,Lithium-Ion,275
5945,Urban,41,Lead-Acid,199
5946,Suburban,79,Lithium-Ion,272
5947,Urban,66,Lead-Acid,274
5948,Suburban,72,Lithium-Ion,285
5949,Suburban,64,Lead-Acid,211
5950,Suburban,42,Lead-Acid,266
5951,Suburban,48,Lead-Acid,238
5952,Urban,64,Lithium-Ion,198
5953,Suburban,61,Lithium-Ion,297
5954,Urban,61,Lithium-Ion,294
5955,Suburban,47,Lead-Acid,159
5956,Urban,70,Lead-Acid,180
5957,Suburban,52,Lead-Acid,254
5958,Urban,79,Lead-Acid,249
5959,Suburban,78,Lithium-Ion,169
5960,Urban,71,Lithium-Ion,153
5961,Suburban,55,Lithium-Ion,225
5962,Urban,68,Lithium-Ion,175
5963,Suburban,64,Lead-Acid,282
5964,Urban,52,Lithium-Ion,245
5965,Suburban,50,Lithium-Ion,268
5966,Urban,79,Lead-Acid,221
5967,Urban,46,Lead-Acid,262
5968,Urban,74,Lead-Acid,211
5969,Urban,49,Lead-Acid,232
5970,Urban,56,Lithium-Ion,260
5971,Urban,76,Lead-Acid,281
5972,Urban,48,Lithium-Ion,165
5973,Urban,68,Lithium-Ion,204
5974,Urban,78,Lithium-Ion,187
5975,Urban,57,Lithium-Ion,285
5976,Suburban,72,Lithium-Ion,232
5977,Urban,60,Lithium-Ion,202
5978,Suburban,57,Lithium-Ion,169
5979,Suburban,64,Lead-Acid,203
5980,Suburban,53,Lithium-Ion,227
5981,Suburban,52,Lead-Acid,173
5982,Suburban,43,Lithium-Ion,226
5983,Urban,74,Lead-Acid,262
5984,Urban,77,Lithium-Ion,205
5985,Urban,49,Lithium-Ion,268
5986,Urban,47,Lead-Acid,221
5987,Urban,76,Lithium-Ion,290
5988,Urban,70,Lead-Acid,228
5989,Urban,66,Lithium-Ion,245
5990,Urban,74,Lithium-Ion,162
5991,Urban,50,Lead-Acid,282
5992,Suburban,79,Lithium-Ion,195
5993,Suburban,71,Lithium-Ion,289
5994,Suburban,69,Lithium-Ion,281
5995,Urban,64,Lithium-Ion,194
5996,Suburban,68,Lithium-Ion,203
5997,Suburban,79,Lithium-Ion,286
5998,Suburban,74,Lithium-Ion,207
5999,Suburban,74,Lead-Acid,208
6000,Urban,79,Lithium-Ion,263
6001,Urban,49,Lead-Acid,163
6002,Urban,47,Lead-Acid,219
6003,Urban,63,Lead-Acid,216
6004,Urban,44,Lead-Acid,160
6005,Suburban,71,Lead-Acid,254
6006,Suburban,45,Lithium-Ion,216
6007,Urban,48,Lithium-Ion,258
6008,Urban,66,Lead-Acid,214
6009,Suburban,74,Lead-Acid,272
6010,Urban,76,Lithium-Ion,271
6011,Suburban,41,Lithium-Ion,220
6012,Suburban,62,Lithium-Ion,226
6013,Urban,71,Lithium-Ion,237
6014,Urban,62,Lead-Acid,191
6015,Suburban,74,Lithium-Ion,214
6016,Urban,54,Lithium-Ion,219
6017,Suburban,66,Lead-Acid,299
6018,Suburban,79,Lithium-Ion,159
6019,Urban,60,Lithium-Ion,206
6020,Urban,62,Lead-Acid,204
6021,Urban,41,Lithium-Ion,296
6022,Suburban,45,Lead-Acid,186
6023,Suburban,73,Lead-Acid,299
6024,Suburban,63,Lithium-Ion,247
6025,Suburban,55,Lithium-Ion,189
6026,Suburban,50,Lead-Acid,239
6027,Urban,76,Lithium-Ion,195
6028,Urban,55,Lead-Acid,162
6029,Suburban,70,Lithium-Ion,232
6030,Urban,53,Lead-Acid,252
6031,Urban,57,Lithium-Ion,290
6032,Urban,67,Lead-Acid,179
6033,Suburban,76,Lithium-Ion,275
6034,Urban,62,Lead-Acid,268
6035,Suburban,50,Lithium-Ion,221
6036,Suburban,44,Lead-Acid,291
6037,Suburban,42,Lead-Acid,160
6038,Urban,48,Lead-Acid,261
6039,Suburban,48,Lithium-Ion,275
6040,Suburban,71,Lead-Acid,188
6041,Urban,40,Lead-Acid,292
6042,Suburban,50,Lithium-Ion,204
6043,Suburban,40,Lead-Acid,251
6044,Suburban,41,Lead-Acid,256
6045,Suburban,40,Lead-Acid,228
6046,Urban,42,Lead-Acid,275
6047,Urban,66,Lead-Acid,162
6048,Suburban,54,Lithium-Ion,211
6049,Suburban,76,Lead-Acid,267
6050,Urban,43,Lithium-Ion,296
6051,Urban,71,Lead-Acid,162
6052,Urban,54,Lead-Acid,169
6053,Urban,42,Lead-Acid,222
6054,Suburban,52,Lithium-Ion,269
6055,Urban,78,Lead-Acid,210
6056,Suburban,72,Lead-Acid,286
6057,Urban,48,Lead-Acid,295
6058,Urban,70,Lead-Acid,257
6059,Suburban,74,Lead-Acid,235
6060,Urban,51,Lead-Acid,194
6061,Suburban,78,Lead-Acid,265
6062,Suburban,73,Lead-Acid,222
6063,Urban,67,Lithium-Ion,179
6064,Urban,71,Lithium-Ion,203
6065,Urban,57,Lead-Acid,248
6066,Suburban,50,Lead-Acid,258
6067,Suburban,43,Lead-Acid,223
6068,Suburban,58,Lead-Acid,150
6069,Urban,50,Lead-Acid,201
6070,Suburban,51,Lithium-Ion,289
6071,Suburban,62,Lead-Acid,282
6072,Suburban,77,Lead-Acid,289
6073,Urban,41,Lithium-Ion,259
6074,Urban,69,Lead-Acid,269
6075,Urban,63,Lead-Acid,185
6076,Urban,56,Lead-Acid,168
6077,Suburban,55,Lithium-Ion,228
6078,Urban,71,Lead-Acid,238
6079,Suburban,61,Lithium-Ion,277
6080,Urban,69,Lead-Acid,280
6081,Urban,42,Lead-Acid,174
6082,Suburban,56,Lithium-Ion,278
6083,Urban,44,Lithium-Ion,207
6084,Suburban,49,Lithium-Ion,246
6085,Suburban,76,Lead-Acid,221
6086,Suburban,52,Lithium-Ion,295
6087,Suburban,49,Lithium-Ion,166
6088,Urban,70,Lithium-Ion,219
6089,Urban,68,Lithium-Ion,168
6090,Suburban,56,Lead-Acid,289
6091,Urban,55,Lithium-Ion,211
6092,Suburban,79,Lead-Acid,197
6093,Urban,45,Lithium-Ion,281
6094,Urban,62,Lead-Acid,260
6095,Urban,48,Lithium-Ion,262
6096,Urban,58,Lead-Acid,198
6097,Urban,43,Lithium-Ion,151
6098,Urban,43,Lithium-Ion,172
6099,Urban,73,Lead-Acid,228
6100,Suburban,77,Lead-Acid,282
6101,Suburban,59,Lead-Acid,299
6102,Suburban,76,Lithium-Ion,248
6103,Urban,78,Lead-Acid,260
6104,Urban,48,Lead-Acid,200
6105,Urban,42,Lead-Acid,276
6106,Urban,75,Lead-Acid,273
6107,Urban,45,Lead-Acid,287
6108,Suburban,74,Lithium-Ion,281
6109,Urban,60,Lithium-Ion,201
6110,Urban,61,Lead-Acid,194
6111,Urban,46,Lead-Acid,209
6112,Suburban,54,Lead-Acid,196
6113,Suburban,60,Lithium-Ion,165
6114,Suburban,47,Lithium-Ion,155
6115,Urban,73,Lithium-Ion,262
6116,Suburban,74,Lithium-Ion,168
6117,Suburban,63,Lead-Acid,217
6118,Suburban,58,Lithium-Ion,227
6119,Suburban,48,Lead-Acid,167
6120,Urban,40,Lithium-Ion,257
6121,Suburban,50,Lithium-Ion,182
6122,Suburban,49,Lithium-Ion,284
6123,Suburban,73,Lithium-Ion,195
6124,Urban,51,Lead-Acid,272
6125,Urban,76,Lithium-Ion,195
6126,Suburban,57,Lead-Acid,208
6127,Urban,52,Lead-Acid,269
6128,Suburban,61,Lithium-Ion,188
6129,Suburban,71,Lead-Acid,282
6130,Urban,46,Lithium-Ion,234
6131,Urban,61,Lithium-Ion,213
6132,Suburban,74,Lithium-Ion,260
6133,Urban,63,Lithium-Ion,209
6134,Urban,64,Lithium-Ion,246
6135,Urban,60,Lead-Acid,225
6136,Suburban,55,Lithium-Ion,297
6137,Suburban,72,Lead-Acid,265
6138,Suburban,74,Lead-Acid,198
6139,Urban,61,Lithium-Ion,251
6140,Urban,46,Lithium-Ion,248
6141,Urban,41,Lead-Acid,214
6142,Urban,68,Lead-Acid,250
6143,Urban,76,Lithium-Ion,293
6144,Urban,43,Lead-Acid,206
6145,Urban,58,Lead-Acid,199
6146,Suburban,52,Lithium-Ion,292
6147,Suburban,60,Lead-Acid,166
6148,Suburban,63,Lead-Acid,212
6149,Suburban,56,Lithium-Ion,289
6150,Suburban,74,Lead-Acid,278
6151,Suburban,47,Lead-Acid,241
6152,Urban,75,Lead-Acid,206
6153,Urban,43,Lithium-Ion,233
6154,Urban,53,Lead-Acid,200
6155,Urban,40,Lithium-Ion,214
6156,Suburban,71,Lead-Acid,159
6157,Suburban,78,Lithium-Ion,175
6158,Suburban,58,Lithium-Ion,236
6159,Urban,48,Lead-Acid,237
6160,Urban,79,Lithium-Ion,226
6161,Urban,71,Lead-Acid,217
6162,Urban,42,Lithium-Ion,283
6163,Suburban,68,Lead-Acid,174
6164,Urban,57,Lithium-Ion,154
6165,Urban,54,Lithium-Ion,216
6166,Suburban,64,Lead-Acid,229
6167,Suburban,57,Lithium-Ion,213
6168,Urban,54,Lithium-Ion,287
6169,Suburban,66,Lithium-Ion,179
6170,Suburban,50,Lead-Acid,201
6171,Urban,47,Lead-Acid,240
6172,Suburban,54,Lead-Acid,176
6173,Suburban,43,Lead-Acid,254
6174,Urban,41,Lithium-Ion,223
6175,Urban,41,Lithium-Ion,293
6176,Suburban,42,Lithium-Ion,234
6177,Suburban,65,Lithium-Ion,150
6178,Suburban,73,Lead-Acid,244
6179,Urban,53,Lithium-Ion,181
6180,Urban,60,Lithium-Ion,299
6181,Suburban,76,Lead-Acid,255
6182,Urban,64,Lithium-Ion,274
6183,Suburban,52,Lithium-Ion,169
6184,Suburban,40,Lithium-Ion,197
6185,Suburban,49,Lithium-Ion,203
6186,Urban,52,Lithium-Ion,189
6187,Suburban,73,Lithium-Ion,274
6188,Urban,41,Lithium-Ion,195
6189,Suburban,57,Lead-Acid,294
6190,Suburban,49,Lead-Acid,191
6191,Urban,74,Lead-Acid,260
6192,Suburban,74,Lithium-Ion,239
6193,Urban,75,Lead-Acid,267
6194,Suburban,63,Lithium-Ion,242
6195,Urban,42,Lithium-Ion,262
6196,Suburban,77,Lead-Acid,296
6197,Suburban,70,Lithium-Ion,197
6198,Urban,48,Lithium-Ion,293
6199,Suburban,52,Lead-Acid,201
6200,Suburban,43,Lead-Acid,244
6201,Suburban,40,Lithium-Ion,235
6202,Suburban,41,Lead-Acid,284
6203,Suburban,47,Lead-Acid,157
6204,Suburban,46,Lead-Acid,203
6205,Suburban,44,Lead-Acid,225
6206,Suburban,48,Lead-Acid,272
6207,Urban,48,Lead-Acid,263
6208,Urban,63,Lead-Acid,153
6209,Urban,59,Lead-Acid,256
6210,Urban,73,Lead-Acid,282
6211,Urban,58,Lead-Acid,222
6212,Urban,51,Lithium-Ion,273
6213,Suburban,53,Lead-Acid,152
6214,Urban,43,Lead-Acid,282
6215,Suburban,78,Lead-Acid,259
6216,Urban,74,Lithium-Ion,238
6217,Suburban,76,Lead-Acid,198
6218,Suburban,45,Lead-Acid,248
6219,Urban,41,Lead-Acid,160
6220,Urban,52,Lithium-Ion,225
6221,Suburban,56,Lead-Acid,293
6222,Urban,43,Lithium-Ion,288
6223,Urban,58,Lead-Acid,263
6224,Suburban,65,Lithium-Ion,243
6225,Urban,74,Lead-Acid,157
6226,Suburban,42,Lead-Acid,162
6227,Suburban,73,Lead-Acid,219
6228,Urban,61,Lithium-Ion,156
6229,Urban,46,Lithium-Ion,171
6230,Suburban,58,Lead-Acid,176
6231,Urban,40,Lithium-Ion,211
6232,Urban,45,Lead-Acid,293
6233,Suburban,71,Lithium-Ion,175
6234,Suburban,59,Lithium-Ion,186
6235,Urban,40,Lead-Acid,234
6236,Urban,72,Lead-Acid,186
6237,Urban,51,Lead-Acid,298
6238,Suburban,51,Lead-Acid,283
6239,Urban,76,Lead-Acid,216
6240,Suburban,45,Lithium-Ion,154
6241,Urban,71,Lead-Acid,218
6242,Urban,52,Lead-Acid,272
6243,Suburban,74,Lithium-Ion,238
6244,Suburban,71,Lithium-Ion,298
6245,Suburban,41,Lead-Acid,251
6246,Suburban,44,Lithium-Ion,166
6247,Suburban,48,Lithium-Ion,293
6248,Urban,63,Lead-Acid,240
6249,Suburban,52,Lead-Acid,202
6250,Urban,58,Lead-Acid,269
6251,Urban,45,Lithium-Ion,278
6252,Urban,75,Lead-Acid,258
6253,Urban,71,Lead-Acid,186
6254,Urban,55,Lead-Acid,201
6255,Urban,68,Lead-Acid,261
6256,Urban,46,Lithium-Ion,173
6257,Suburban,73,Lead-Acid,218
6258,Urban,42,Lead-Acid,195
6259,Urban,73,Lead-Acid,297
6260,Suburban,79,Lithium-Ion,202
6261,Suburban,40,Lithium-Ion,168
6262,Urban,50,Lithium-Ion,279
6263,Urban,43,Lithium-Ion,163
6264,Suburban,70,Lead-Acid,261
6265,Suburban,65,Lead-Acid,282
6266,Urban,48,Lead-Acid,243
6267,Suburban,57,Lead-Acid,160
6268,Suburban,55,Lead-Acid,255
6269,Urban,59,Lithium-Ion,224
6270,Suburban,56,Lithium-Ion,254
6271,Urban,41,Lead-Acid,274
6272,Suburban,69,Lithium-Ion,261
6273,Urban,54,Lithium-Ion,295
6274,Urban,44,Lithium-Ion,249
6275,Suburban,56,Lead-Acid,228
6276,Urban,51,Lead-Acid,202
6277,Urban,47,Lead-Acid,153
6278,Urban,72,Lithium-Ion,270
6279,Suburban,51,Lead-Acid,228
6280,Urban,77,Lead-Acid,188
6281,Urban,53,Lead-Acid,179
6282,Urban,45,Lithium-Ion,185
6283,Suburban,64,Lithium-Ion,181
6284,Suburban,63,Lithium-Ion,297
6285,Urban,43,Lead-Acid,267
6286,Urban,49,Lead-Acid,186
6287,Suburban,45,Lithium-Ion,293
6288,Urban,45,Lead-Acid,280
6289,Urban,63,Lead-Acid,270
6290,Urban,64,Lead-Acid,262
6291,Suburban,68,Lead-Acid,188
6292,Urban,75,Lithium-Ion,192
6293,Suburban,73,Lead-Acid,200
6294,Urban,75,Lithium-Ion,237
6295,Suburban,45,Lithium-Ion,194
6296,Urban,48,Lithium-Ion,262
6297,Urban,73,Lithium-Ion,212
6298,Suburban,68,Lithium-Ion,277
6299,Urban,51,Lithium-Ion,212
6300,Urban,63,Lithium-Ion,181
6301,Urban,67,Lead-Acid,165
6302,Suburban,54,Lead-Acid,293
6303,Suburban,64,Lithium-Ion,292
6304,Urban,66,Lithium-Ion,206
6305,Suburban,69,Lead-Acid,219
6306,Suburban,45,Lead-Acid,200
6307,Suburban,61,Lead-Acid,287
6308,Urban,54,Lead-Acid,151
6309,Urban,66,Lithium-Ion,260
6310,Suburban,43,Lithium-Ion,292
6311,Urban,45,Lithium-Ion,266
6312,Urban,67,Lithium-Ion,203
6313,Urban,69,Lithium-Ion,212
6314,Urban,64,Lithium-Ion,204
6315,Urban,64,Lead-Acid,240
6316,Urban,48,Lithium-Ion,164
6317,Suburban,75,Lead-Acid,238
6318,Suburban,41,Lithium-Ion,292
6319,Suburban,64,Lithium-Ion,261
6320,Suburban,75,Lithium-Ion,269
6321,Urban,77,Lithium-Ion,252
6322,Suburban,57,Lithium-Ion,231
6323,Urban,74,Lithium-Ion,191
6324,Suburban,72,Lead-Acid,166
6325,Suburban,48,Lead-Acid,179
6326,Suburban,76,Lithium-Ion,277
6327,Suburban,62,Lithium-Ion,164
6328,Suburban,52,Lead-Acid,259
6329,Urban,79,Lithium-Ion,298
6330,Urban,42,Lead-Acid,230
6331,Suburban,77,Lead-Acid,256
6332,Suburban,70,Lithium-Ion,151
6333,Suburban,69,Lead-Acid,165
6334,Urban,73,Lithium-Ion,220
6335,Suburban,43,Lead-Acid,246
6336,Suburban,66,Lithium-Ion,169
6337,Urban,43,Lithium-Ion,213
6338,Suburban,51,Lead-Acid,260
6339,Urban,62,Lithium-Ion,255
6340,Suburban,44,Lead-Acid,250
6341,Urban,40,Lithium-Ion,169
6342,Urban,74,Lithium-Ion,224
6343,Suburban,68,Lead-Acid,224
6344,Suburban,51,Lithium-Ion,289
6345,Suburban,57,Lithium-Ion,227
6346,Urban,51,Lead-Acid,299
6347,Urban,79,Lithium-Ion,275
6348,Urban,58,Lithium-Ion,298
6349,Suburban,71,Lithium-Ion,163
6350,Suburban,67,Lithium-Ion,194
6351,Urban,76,Lithium-Ion,256
6352,Urban,70,Lead-Acid,209
6353,Urban,69,Lithium-Ion,242
6354,Suburban,42,Lithium-Ion,191
6355,Urban,76,Lithium-Ion,238
6356,Urban,57,Lead-Acid,285
6357,Suburban,62,Lead-Acid,296
6358,Urban,49,Lithium-Ion,244
6359,Urban,50,Lithium-Ion,222
6360,Urban,51,Lead-Acid,278
6361,Suburban,59,Lead-Acid,201
6362,Suburban,64,Lead-Acid,198
6363,Suburban,54,Lithium-Ion,209
6364,Urban,44,Lithium-Ion,236
6365,Suburban,46,Lead-Acid,233
6366,Urban,75,Lithium-Ion,236
6367,Suburban,71,Lead-Acid,167
6368,Urban,69,Lead-Acid,240
6369,Suburban,75,Lithium-Ion,229
6370,Suburban,50,Lithium-Ion,207
6371,Urban,56,Lead-Acid,284
6372,Urban,68,Lead-Acid,266
6373,Urban,47,Lead-Acid,155
6374,Suburban,40,Lead-Acid,251
6375,Suburban,43,Lead-Acid,266
6376,Suburban,69,Lithium-Ion,288
6377,Suburban,67,Lead-Acid,297
6378,Suburban,46,Lithium-Ion,272
6379,Urban,49,Lead-Acid,229
6380,Suburban,79,Lead-Acid,230
6381,Suburban,69,Lead-Acid,292
6382,Suburban,42,Lithium-Ion,215
6383,Urban,42,Lithium-Ion,166
6384,Suburban,73,Lead-Acid,298
6385,Urban,45,Lithium-Ion,260
6386,Urban,58,Lithium-Ion,252
6387,Urban,48,Lead-Acid,229
6388,Suburban,72,Lead-Acid,165
6389,Suburban,53,Lithium-Ion,253
6390,Suburban,56,Lead-Acid,171
6391,Suburban,62,Lithium-Ion,272
6392,Urban,76,Lithium-Ion,216
6393,Suburban,74,Lead-Acid,205
6394,Urban,46,Lithium-Ion,232
6395,Urban,43,Lead-Acid,294
